NAME,MSINI,A,ECC,MSTAR,MASS
,mjupiter,au,,msun,mjupiter
Kepler-1261 b,,0.243384,0,0.82,0.017125
Kepler-32 b,,0.0520435,0,0.54,0.0165128
Kepler-1521 b,,0.238093,0,0.81,0.01966
HD 92788 b,3.56392,0.951142,0.334,1.078,3.56392
Kepler-83 c,,0.125924,,0.66,0.0181548
Kepler-694 b,,0.0665428,0,0.97,0.0236826
CoRoT-26 b,0.478732,0.052477,0,1.09,0.479479
HAT-P-12 b,0.210772,0.0383737,0,0.73,0.210804
Kepler-178 c,,0.146843,,,0.0248763
Kepler-994 b,,0.0177185,0,0.56,0.0119381
Kepler-603 c,,0.498476,0,1.01,0.115338
Kepler-82 d,,0.0349155,,,0.0130508
Kepler-1417 b,,0.146844,0,1.02,0.00289089
HD 114613 b,0.506039,5.3109,0.25,1.364,0.506039
Kepler-307 c,,0.105129,,0.907,
K2-5 b,,0.0507499,,0.53,0.0129679
Kepler-130 d,,0.385778,,,0.0121773
HIP 41378 b,,0.127856,,1.15,0.0257473
HD 154857 b,2.24797,1.2912,0.46,1.718,2.24797
GJ 628 d,0.0243824,0.470207,0.552796,0.294,0.0243824
Kepler-106 e,,0.243344,0,1,0.0203863
Kepler-355 b,,0.0969854,,,0.0107805
Kepler-220 c,,0.0848919,,,0.0117295
Kepler-243 b,,0.0625614,,,0.0190864
Kepler-712 b,,0.140655,0,0.84,0.0350514
Kepler-297 b,,0.224576,,,0.0247188
Kepler-220 b,,0.05062,,,0.00137963
Kepler-483 b,,0.206202,0,1.28,0.0307009
KELT-17 b,1.30224,0.0488209,,1.635,1.30747
Kepler-245 c,,0.131719,,,0.0163243
Kepler-25 c,,0.113014,0,1.19,0.0899033
Kepler-1435 b,,0.0564501,0,1.21,0.00172655
Kepler-1405 b,,0.18441,0,1.05,0.0503054
HD 163607 b,0.768857,0.359201,0.73,1.09,0.768857
XO-6 b,1.9809,0.0538776,0,1.47,1.98574
Kepler-1254 c,,0.0423228,0,0.78,0.00730709
Kepler-1397 b,,0.263981,0,1.09,0.0126737
GJ 3293 d,0.0238786,0.19394,0.116821,0.42,0.0238786
HATS-2 b,1.34754,0.0229834,0,0.882,1.34915
HD 19994 b,1.32681,1.30567,0.266,1.365,1.32681
Kepler-619 b,,0.062026,0,1.09,0.029815
WASP-29 b,0.242938,0.0456587,0.03,0.825,0.242991
OGLE-TR-182 b,1.02162,0.0513517,0,1.14,1.0245
Kepler-1289 b,,0.0807438,0,1.1,0.0124263
Kepler-1576 b,,0.0726835,0,1.05,0.00338324
HD 85512 b,0.0113953,0.260405,0.11,0.69,0.0113953
Kepler-328 b,,0.21906,,1.15,
HD 106252 b,6.95913,2.61147,0.482,1.007,6.95913
HD 164922 c,0.0412178,0.335039,0.22,0.874,0.0412178
Kepler-222 d,,0.180811,,,0.0422294
Kepler-1304 b,,0.118345,0,0.85,0.0173469
Kepler-1546 b,,0.139845,0,0.95,0.0291691
Kepler-394 b,,0.0783155,,,0.0119197
Kepler-1250 b,,0.0369521,0,0.99,0.0141192
18 Del b,10.298,2.58655,0.08,2.33,10.298
Kepler-218 b,,0.0461345,,,0.0112762
Kepler-54 c,,0.0822829,,0.51,0.00602351
Kepler-33 b,,0.0677431,0,1.291,0.0128331
Kepler-1437 b,,0.0940811,0,0.93,0.00866602
Kepler-391 b,,0.0744302,,,0.0305853
Kepler-618 b,,0.0466872,0,1.05,0.0208973
Kepler-55 e,,0.0542683,,,0.011604
Kepler-34 b,,0.86856,0.182,1.0479,0.220004
Kepler-255 d,,0.0199578,0,0.97,0.00774372
Kepler-1085 b,,0.736945,0,1.11,0.154219
Kepler-383 b,,0.107672,,,0.00769114
Kepler-444 f,,0.0813861,0.29,0.758,0.00108547
HD 171028 b,1.98809,1.31895,0.59,1.01,1.98809
Kepler-336 b,,0.0313231,,,0.00313003
BD +15 2940 b,1.11647,0.538316,0.26,1.1,1.11647
K2-7 b,,0.181507,,0.97,
WASP-1 b,0.827536,0.0385203,0,1.2,0.918
XO-5 b,1.15082,0.0508651,0,1,1.15251
HAT-P-3 b,0.595021,0.0388252,0,0.928,0.595712
Kepler-1175 b,,0.213368,0,0.9,0.0267373
Kepler-1421 b,,0.0765054,0,1.25,0.00225358
Kepler-1626 b,,0.0578859,0,1.51,0.0149156
Kepler-252 c,,0.0959074,,,0.0160511
Kepler-718 b,,0.0333991,0,1.18,1
Kepler-247 b,,0.0436956,,,0.0121773
Kepler-251 e,,0.420626,,,0.0232079
Kepler-1583 b,,0.0849527,0,0.94,0.000499273
Kepler-282 b,,0.0860552,,,0.00302153
Kepler-354 c,,0.129058,,,0.00749504
Kepler-1529 b,,0.0557286,0,0.81,0.0155754
Kepler-1446 b,,0.0142447,0,0.81,0.00142986
upsilon And d,4.11582,2.52452,0.267395,1.31,4.11582
Kepler-1098 b,,0.0363405,0,0.99,0.00730709
Kepler-102 b,0,0.0551367,0,0.8,0
